Date,Service,Departure station,Arrival station,Average journey time,Number of scheduled trains,Number of cancelled trains,Cancellation comments,Number of trains delayed at departure,Average delay of late trains at departure,Average delay of all trains at departure,Departure delay comments,Number of trains delayed at arrival,Average delay of late trains at arrival,Average delay of all trains at arrival,Arrival delay comments,Number of trains delayed > 15min,Average delay of trains > 15min (if competing with flights),Number of trains delayed > 30min,Number of trains delayed > 60min,Pct delay due to external causes,Pct delay due to infrastructure,Pct delay due to traffic management,Pct delay due to rolling stock,Pct delay due to station management and equipment reuse,"Pct delay due to passenger handling (crowding, disabled persons, connections)",Month
2018-08,National,NANCY,PARIS EST,93.0,300,0,,51,9.116666666666667,1.6,,24,45.03333333333333,4.166666666666667,"01/08 : 2578? Personne dans les voies à Dieulouard (29’)
03/08 : 2541? Csq alarme DBC à Culmont (attente matériel) (27’)
04/08 : 2596? Attente correspondance à Remiremont (10’) + Décontrôle d’aiguille à Chelles ?2547 (130‘) + 2549 (93‘) + 2578 (179‘)
07/08 : 2584?Raté ouverture PN à VHM (6’)
08/08 : Défaut d’alimentation à Rosière ? 2574 (103‘) + 2584 (47‘) + 2596 (42‘) 
09/08 : Csq incendie région Languedoc (attente matériel) ? 2541(51‘) + 2537 (9‘) + 2584 (76‘) + 2596 (79‘)
12/08 : 2580? Obstacle sur les voies (40’)
13/08 : 2578?Raté ouverture PN à Bayon (25‘) + 2584? Csq suspicion de personne dans les voies à Rosa Parks (7‘)
15/08 : 2547? Problème de porte à NY (12’)
21/08 : 2531?Travaux restitution tardive à NY (8’)
22/08 : 2531? Taxi en retard de 30' qui acheminait le conducteur (17’) 
23/08 : 2584? Non respect marche tracé (9’)
26/08 : 2553? Décontrôle aiguille à Nancy (6’)
27/08 : Personne dans les voies à Noisy ? 2531(36‘) + 2584 (11‘)
28/08 : 2543 ?Soin matériel roulant rame 509 (18’)
29/08 : 2537? Csq BM isolé sur autre train (6’)
31/08 : 2531? Sortie tardive Jarville (27’)",18,4.166666666666667,12,7,18.18,36.36,4.55,22.73,13.64,4.55,August
2018-08,National,PARIS VAUGIRARD,BORDEAUX ST JEAN,169.0,56,0,,0,43.016666666666666,4.166666666666667,,9,345.31666666666666,5.366666666666666,,7,5.366666666666666,5,2,,,,,,,August
2018-08,National,PARIS LYON,GRENOBLE,181.0,161,1,,0,18.033333333333335,0.0,,30,55.05,10.866666666666667,"•accident de personne avec le 6627 à Maisons-Alfort, suivi de 4 alertes radio pour personnes dans les voies avec des trains Transilien : 68 TGV retardés pour 5910 min",0,10.866666666666667,18,8,23.33,10.0,26.67,36.67,3.33,0.0,August
2018-08,National,MACON LOCHE,PARIS LYON,99.0,240,3,,0,18.566666666666666,15.683333333333334,,101,31.5,14.25,"•affluence voyageur sur le 6937 en gare de Macon-Loché-TGV. 4 TGV retardés pour 153 min, 4 TGV de l’axe perdus à 5’.",77,14.25,23,9,,,,,,,August
2018-08,National,PERPIGNAN,PARIS LYON,304.0,262,3,,128,12.766666666666667,6.283333333333333,,57,345.31666666666666,13.033333333333333,"•heurt d’une personne par le TGV 6839 à Montpellier : 12 TGV retardés pour 1009 min, 8 TGV de l’axe perdus à 5’.",57,13.033333333333333,35,14,23.53,26.47,20.59,17.65,2.94,8.82,August
2018-08,National,MARSEILLE ST CHARLES,LYON PART DIEU,110.0,541,9,,211,11.783333333333333,0.0,,120,30.683333333333334,7.516666666666667,"•problème de traction du 9582 vers Aix-en-Provence. 25 TGV retardés pour 588 min, 9 TGV de l’axe perdus à 5’.",76,7.516666666666667,37,11,,,,,,,August
2018-08,National,MONTPELLIER,LYON PART DIEU,123.0,306,2,,138,10.033333333333333,4.65,,63,29.283333333333335,7.0,,45,7.0,0,6,13.46,21.15,23.08,21.15,5.77,15.38,August
2018-08,International,PARIS LYON,GENEVE,176.0,157,0,,33,23.216666666666665,4.633333333333333,,28,38.63333333333333,8.366666666666667,,25,8.366666666666667,14,4,,,,,,,August
2018-08,International,PARIS LYON,ITALIE,297.0,85,0,,19,15.533333333333333,3.2333333333333334,,7,64.28333333333333,8.316666666666666,,7,8.316666666666666,0,0,,,,,,,August
2018-08,International,MADRID,MARSEILLE ST CHARLES,198.0,30,0,,14,11.633333333333333,5.116666666666666,,7,71.96666666666667,20.383333333333333,,7,20.383333333333333,7,3,,,,,,,August
2018-08,National,ANGOULEME,PARIS MONTPARNASSE,132.0,220,4,,123,5.3,3.1,,42,26.35,7.183333333333334,,30,7.183333333333334,6,2,11.9,28.57,16.67,30.95,0.0,11.9,August
2018-08,National,PARIS MONTPARNASSE,BORDEAUX ST hEAN,149.0,681,16,,122,7.6,1.1166666666666667,,62,27.133333333333333,2.45,,47,0.0,14,3,15.0,25.0,18.33,33.33,8.33,0.0,August
2018-08,National,PARIS MONTPARNASSE,LA ROCHELLE VILLE,172.0,235,4,,34,13.05,1.4833333333333334,,26,345.31666666666666,5.883333333333333,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 2 : une restitution tardive de travaux sur la ligne à grande vitesse Atlantique (10 TGV retardés pour 108 minutes perdues), 
- le 3 : un choc anormal dans le tunnel de Massy (71 TGV retardés pour 2549 minutes perdues), 
- le 7 : une personne dans les voies à Massy (10 TGV retardés pour 234 minutes perdues). 
- le 18 : un incident caténaire à la sortie de Paris-Montparnasse  (46 TGV retardés pour 1438 minutes perdues),
- le 19 : une restitution tardive de travaux (renouvellement des appareils de voies) sur la ligne à grande vitesse Atlantique (22 TGV retardés pour 760 minutes perdues), 
- le 26 : une défaillance matériel d'un TGV entre St-Pierre-des-Corps et Vendôme (17 TGV retardés pour  286 minutes perdues),
- le 28 : un colis suspect à bord d'un TGV au niveau de Vendôme (11 TGV retardés pour 217 minutes perdues), 
- le 31 : incident caténaire à Maillé, près de Poitiers (11 TGV pour 1192 minutes perdues) et défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (41 TGV retardés pour 621 minutes perdues).",0,5.883333333333333,7,5,3.85,30.77,7.69,23.08,19.23,15.38,August
2018-08,National,RENNES,PARIS MONTPARNASSE,0.0,561,10,,237,0.0,2.966666666666667,,70,23.916666666666668,4.933333333333334,,47,4.933333333333334,16,5,25.76,19.7,10.61,28.79,3.03,12.12,August
2018-08,National,TOURS,PARIS MONTPARNASSE,81.0,166,2,,15,6.783333333333333,0.0,,41,14.766666666666667,4.3,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 2 : une restitution tardive de travaux sur la ligne à grande vitesse Atlantique (10 TGV retardés pour 108 minutes perdues), 
- le 3 : un choc anormal dans le tunnel de Massy (71 TGV retardés pour 2549 minutes perdues), 
- le 7 : une personne dans les voies à Massy (10 TGV retardés pour 234 minutes perdues). 
- le 18 : un incident caténaire à la sortie de Paris-Montparnasse  (46 TGV retardés pour 1438 minutes perdues),
- le 19 : une restitution tardive de travaux (renouvellement des appareils de voies) sur la ligne à grande vitesse Atlantique (22 TGV retardés pour 760 minutes perdues), 
- le 26 : une défaillance matériel d'un TGV entre St-Pierre-des-Corps et Vendôme (17 TGV retardés pour  286 minutes perdues),
- le 28 : un colis suspect à bord d'un TGV au niveau de Vendôme (11 TGV retardés pour 217 minutes perdues), 
- le 31 : incident caténaire à Maillé, près de Poitiers (11 TGV pour 1192 minutes perdues) et défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (41 TGV retardés pour 621 minutes perdues).",11,4.3,5,1,,,,,,,August
2018-08,,VANNES,PARIS MONTPARNASSE,159.0,253,0,,158,5.166666666666667,3.3166666666666664,,32,26.866666666666667,5.116666666666666,,21,5.116666666666666,8,2,22.58,16.13,16.13,38.71,0.0,6.45,August
2018-08,National,PARIS EST,METZ,85.0,313,4,,50,13.3,2.066666666666667,,27,25.45,2.1,,18,2.1,5,3,,,,,,,August
2018-08,National,TOURCOING,MARSEILLE ST CHARLES,304.0,27,0,,6,0.0,1.45,,2,21.316666666666666,3.8666666666666667,,2,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,August
2018-08,National,LYON PART DIEU,MARNE LA VALLEE,108.0,269,4,,181,14.6,10.066666666666666,,80,32.333333333333336,0.0,•bruit anormal sous caisse sur le OUIGO 7601 entre Marne La Vallée et Chevry-Cossigny : 26 TGV retardés pour 909 min.,59,10.933333333333334,31,9,13.92,26.58,24.05,17.72,10.13,7.59,August
2018-08,National,PARIS LYON,AIX EN PROVENCE TGV,182.0,448,3,,91,19.116666666666667,3.5833333333333335,,75,0.0,0.0,"•problème de traction du 9582 vers Aix-en-Provence. 25 TGV retardés pour 588 min, 9 TGV de l’axe perdus à 5’.",72,8.483333333333333,37,20,18.06,8.33,19.44,47.22,4.17,2.78,August
2018-08,National,AIX EN PROVENCE TGV,PARIS LYON,183.0,409,0,,258,9.216666666666667,5.9,,0,47.45,7.6,"•problème de traction du 9582 vers Aix-en-Provence. 25 TGV retardés pour 588 min, 9 TGV de l’axe perdus à 5’.",50,7.6,20,10,23.4,12.77,27.66,21.28,8.51,6.38,August
2018-08,National,AVIGNON TGV,PARIS LYON,160.0,623,2,,408,12.083333333333334,7.9,,0,35.06666666666667,0.0,"•panne du 5180, problème de disjonction, à Aix-en-Provence-TGV. 43 TGV retardés pour 1095 min, 18 TGV de l’axe perdus à 5’.",0,8.783333333333333,40,22,,,,,,,August
2018-08,,GRENOBLE,PARIS LYON,183.0,192,1,,33,8.266666666666667,1.4166666666666667,,28,33.333333333333336,7.133333333333334,,27,7.133333333333334,11,3,25.0,21.43,21.43,21.43,0.0,10.71,August
2018-08,National,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,82.0,222,0,,0,118.28333333333333,5.7,,60,0.0,0.0,"•panne du OUIGO 7839, vers Le Creusot : 14 TGV retardés pour 240 min.",19,4.833333333333333,7,4,8.7,8.7,39.13,10.87,26.09,6.52,August
2018-08,National,PARIS LYON,LYON PART DIEU,121.0,524,3,,55,11.216666666666667,0.8666666666666667,,41,30.783333333333335,2.533333333333333,,29,2.533333333333333,10,5,,,,,,,August
2018-08,National,PARIS LYON,NIMES,176.0,344,1,,76,24.916666666666668,0.0,,70,39.71666666666667,0.0,"•heurt d’une personne par le TGV 6839 à Montpellier : 12 TGV retardés pour 1009 min, 8 TGV de l’axe perdus à 5’.",0,0.0,35,17,11.43,4.29,18.57,54.29,8.57,2.86,August
2018-08,National,PARIS LYON,TOULON,238.0,344,9,,82,17.416666666666668,3.9333333333333336,,62,47.7,9.283333333333333,"•dérangement de signalisation à Bandol : 5 TGV retardés pour 146 min, 5 TGV de l’axe perdus à 5 TGV de l’axe perdus à 5 TGV de l’axe perdus à 5’",0,9.283333333333333,34,0,,,,,,,August
2018-08,National,VALENCE ALIXAN TGV,PARIS LYON,133.0,314,1,,227,14.55,0.0,,79,36.85,0.0,"•problème de traction du 9582 vers Aix-en-Provence. 25 TGV retardés pour 588 min, 9 TGV de l’axe perdus à 5’.",65,9.183333333333334,32,8,,,,,,,August
2018-08,International,STUTTGART,PARIS EST,120.0,150,1,,128,6.833333333333333,5.85,,0,23.933333333333334,7.966666666666667,,21,7.966666666666667,8,4,,,,,,,August
2018-08,International,ZURICH,PARIS LYON,180.0,148,0,,127,118.28333333333333,4.416666666666667,,14,41.416666666666664,4.383333333333334,,11,4.383333333333334,0,5,,,,,,,August
2018-08,International,BARCELONA,PARIS LYON,315.0,115,1,,66,6.9,3.1333333333333333,,23,57.86666666666667,12.983333333333333,,0,346.46666666666664,14,7,,,,,,,August
2018-08,National,PARIS MONTPARNASSE,BREST,227.0,249,5,,35,5.833333333333333,0.38333333333333336,,13,38.766666666666666,3.6166666666666667,,13,0.0,7,3,0.0,25.0,8.33,41.67,0.0,25.0,August
2018-08,National,LAVAL,PARIS MONTPARNASSE,92.0,184,3,,77,6.166666666666667,2.6666666666666665,,22,25.05,4.283333333333333,,11,4.283333333333333,6,3,15.79,21.05,15.79,31.58,10.53,5.26,August
2018-08,National,LE MANS,PARIS MONTPARNASSE,61.0,383,9,,202,6.066666666666666,30.616666666666667,,0,17.833333333333332,0.0,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 2 : une restitution tardive de travaux sur la ligne à grande vitesse Atlantique (10 TGV retardés pour 108 minutes perdues), 
- le 3 : un choc anormal dans le tunnel de Massy (71 TGV retardés pour 2549 minutes perdues), 
- le 7 : une personne dans les voies à Massy (10 TGV retardés pour 234 minutes perdues). 
- le 18 : un incident caténaire à la sortie de Paris-Montparnasse  (46 TGV retardés pour 1438 minutes perdues),
- le 19 : une restitution tardive de travaux (renouvellement des appareils de voies) sur la ligne à grande vitesse Atlantique (22 TGV retardés pour 760 minutes perdues), 
- le 21 : un rail fissuré au niveau du Mans (16 TGV retardés pour 191 minutes perdues), 
- le 31 : défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (41 TGV retardés pour 621 minutes perdues).",31,4.616666666666667,13,5,22.81,35.09,10.53,22.81,5.26,3.51,August
2018-08,National,QUIMPER,PARIS MONTPARNASSE,0.0,240,5,,0,12.783333333333333,0.9666666666666667,,22,0.0,5.283333333333333,,22,0.0,8,2,23.81,19.05,4.76,47.62,0.0,4.76,August
2018-08,,STRASBOURG,NANTES,0.0,54,0,,15,10.633333333333333,2.8166666666666664,,14,38.05,12.066666666666666,"03/08 : 5488?Répétition signal fermé (66’)
05/08 : 5470? Signal alarme et pb fermeture porte (12’) + 5488? Pb signal d’alarme à SG (27‘)
06/08 : 5488? Non respect marche tracée (32’)
07/08 : 5488? Bruit sous caisse à Neufmoutiers (76’) + Défaut géométrie de la voie (17’) + Signal d’alarme tiré par client à Lorraine (11’) 
08/08 : Défaut géométrie de la voie à chemin d’Antony? 5470 (6’) + 5487 (6’) + Dérangement système informatique? 5488 (8’)
09/08 : Incident caténaire suite orage/ pb de tension ?5487 (71‘) + 5470 (71‘) + 5488? heurt d’un arbre à VHM (23’)
10/08 : 5470?Attente correspondance à MVC (13‘) + 5487?CDV/Bloc récepteur HS  (15’)
12/08 : 5488? Difficulté coupe à CGV (16’)
14/08 : 5470? Attente correspondance avec TER à CGV (11‘)
17/08 : 5470? Défaut géométrie de la voie à Massy (26’)
18/08 : Défaut géométrie de la voie à Massy ?5487 (8’) + 5470(8’)
20/08 : 5488?Soin matériel roulant au Mans (19’)
21/08 : 5470? Attente correspondance TGV à MVC (8’) + 5488? Intervention SUGE (10’)
22/08 : 5488? Csq intervention police de 9894 à Lorraine (34‘) + Dérangement installation signalisation au Mans (12’)
24/08 : Signal d’alarme tiré par des clients à Lorraine? 5487(16‘) + 5470 (15‘) + 5488? Dérangement installation télécom (7’) + Espacement cause 2 BM isolé (21’)
26/08 : 5488? Attente matériel à CGV (dédoublement du 9894 (8’)
28/08 : 5488? Csq zone en non libération  à St Michel (67’) 
29/08 : 5470? Attente correspondance au Mans (7’) + DBC voie 1 à Wissous (18‘)
31/08 : Raté ouverture PN à Chemin d’Antony? 5487 (22‘) + 5470 (23‘) + 5488? Galite HS (12’) + Csq soin matériel roulant sur 8727(23’)",14,12.066666666666666,5,3,,,,,,,August
2018-08,National,DUNKERQUE,PARIS NORD,118.0,227,0,,15,7.866666666666667,0.6,,32,17.366666666666667,3.9333333333333336,,15,3.9333333333333336,1,0,6.25,15.62,28.12,18.75,25.0,6.25,August
2018-08,National,NANTES,PARIS VAUGIRARD,145.0,61,0,,17,10.25,0.0,,8,0.0,6.933333333333334,,6,6.933333333333334,3,1,12.5,37.5,25.0,25.0,0.0,0.0,August
2018-08,National,PARIS VAUGIRARD,NANTES,143.0,59,0,,8,5.966666666666667,0.4,,5,42.36666666666667,4.85,"Restitution tardive travaux, non ouverture signal, attente personnel, dérangement d'installation, collision",4,4.85,3,1,,,,,,,August
2018-08,National,PARIS LYON,MARSEILLE ST CHARLES,198.0,451,3,,85,18.366666666666667,3.1333333333333333,,72,45.9,9.6,"•panne du 5180, problème de disjonction, à Aix-en-Provence-TGV. 43 TGV retardés pour 1095 min, 18 TGV de l’axe perdus à 5’.",72,9.6,0,18,,,,,,,August
2018-08,,PARIS LYON,VALENCE ALIXAN TGV,131.0,348,2,,82,24.466666666666665,5.5,,69,35.28333333333333,7.383333333333334,,52,7.383333333333334,0,13,,,,,,,August
2018-08,National,LYON PART DIEU,MARSEILLE ST CHARLES,105.0,556,2,,354,13.516666666666667,8.75,,179,32.93333333333333,58.46666666666667,"•problème de traction du 9582 vers Aix-en-Provence. 25 TGV retardés pour 588 min, 9 TGV de l’axe perdus à 5’.",142,12.433333333333334,54,21,,,,,,,August
2018-08,National,LYON PART DIEU,MONTPELLIER,115.0,332,1,,228,9.333333333333334,6.516666666666667,,64,28.05,5.6,,45,346.46666666666664,0,6,20.0,37.78,26.67,11.11,4.44,0.0,August
2018-08,International,FRANCFORT,PARIS EST,109.0,178,4,,150,0.0,8.95,,56,29.5,10.55,,32,10.55,15,6,,,,,,,August
2018-08,International,PARIS LYON,LAUSANNE,179.0,146,0,,26,0.0,2.533333333333333,,27,31.766666666666666,9.516666666666667,,23,0.0,13,1,,,,,,,August
2018-08,International,LAUSANNE,PARIS LYON,183.0,142,1,,60,8.65,3.3333333333333335,,16,49.9,6.966666666666667,,0,6.966666666666667,8,3,,,,,,,August
2018-08,National,PARIS MONTPARNASSE,ANGERS SAINT LAUD,95.0,344,9,,38,8.566666666666666,0.65,,41,0.0,3.35,,20,3.35,7,1,,,,,,,August
2018-08,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,0.0,388,8,,0,6.433333333333334,3.7666666666666666,,76,21.633333333333333,58.46666666666667,,49,5.45,14,4,16.92,38.46,16.92,20.0,3.08,4.62,August
2018-08,National,LA ROCHELLE VILLE,PARIS MONTPARNASSE,174.0,232,4,,28,5.5,0.6666666666666666,,0,25.3,0.0,,24,6.0,4,1,9.38,18.75,18.75,40.62,0.0,12.5,August
2018-08,National,PARIS MONTPARNASSE,LE MANS,59.0,385,12,,48,10.45,0.9833333333333333,,42,19.05,2.3166666666666664,,17,2.3166666666666664,0,1,,,,,,,August
2018-08,National,ST MALO,PARIS MONTPARNASSE,180.0,114,0,,99,5.45,0.0,,4,14.7,3.6333333333333333,,0,3.6333333333333333,2,2,,,,,,,August
2018-08,National,PARIS EST,NANCY,95.0,292,7,,44,7.866666666666667,1.15,,13,38.85,1.6833333333333333,,13,1.6833333333333333,6,2,25.0,12.5,12.5,50.0,0.0,0.0,August
2018-08,National,PARIS NORD,ARRAS,51.0,227,3,,43,12.916666666666666,2.2333333333333334,,34,345.31666666666666,2.75,,14,2.75,5,1,,,,,,,August
2018-08,National,PARIS NORD,DUNKERQUE,116.0,262,1,,44,13.616666666666667,1.9833333333333334,,34,26.666666666666668,3.3833333333333333,,25,3.3833333333333333,12,3,15.15,21.21,12.12,45.45,6.06,0.0,August
2018-08,National,LILLE,LYON PART DIEU,188.0,300,1,,0,7.333333333333333,3.466666666666667,,49,30.816666666666666,7.266666666666667,,32,7.266666666666667,19,5,,,,,,,August
2018-08,National,LILLE,MARSEILLE ST CHARLES,309.0,173,1,,46,6.383333333333334,1.8166666666666667,,0,37.43333333333333,0.0,"Pendant les deux premières semaines d’août, les fortes chaleurs ont continué de perturber le plan de transport, 

Les évènements liés au Matériel sont globalement divisés en trois parties: le motif « soin engin » pour 2,2% points (incidents bogies, radio, frein ,etc.), le motif « produit train » ou mises à quai tardives pour 1,7 % point, phénomène directement lié à la tension du parc, et enfin les « autres incidents » pour 0,8% point (incident veille automatique en ligne par exemple).
Pour le Matériel, le vendredi 31 août est une journée significative car une quinzaine de trains de la radiale et antenne ont été concernés, soit par des pannes ou des mises à disposition tardives en gare.
En ce qui concerne Réseau avec les dérangements, on peut relever l’incident « manque tension » de Combles le vendredi 24 (5 Tgv concernés pour 54 minutes), car la cause est toujours analysée aujourd’hui côté INE, aussi l’incident à Arras le mardi 28 avec une éclisse et JIC (joint isolant collé) fissurés, incident qui a concerné 6 Tgv pour 63 minutes perdues à l’entrée de la LGV (passage en voie banalisée pour certains trains et retards à la clé).
Le domaine de l’irrégularité pour les autres transporteurs concerne en particulier TER, avec notamment l’évènement secours pour le 843705 du vendredi 17 août à Roeux qui a concerné 11 tgv pour 175 minutes perdues.",37,10.433333333333334,13,6,25.93,7.41,18.52,29.63,11.11,7.41,August
2018-08,National,BORDEAUX ST JEAN,TOURCOING,293.0,7,0,,0,5.55,1.6166666666666667,,2,82.5,28.283333333333335,"Attente matériel roulant, obstacle sur voie ou aux abords, soin matériel roulant, attente éxécution service voy, collision, espacement",2,28.283333333333335,2,1,,,,,,,August
2018-08,National,PARIS LYON,AVIGNON TGV,0.0,518,5,,97,21.966666666666665,0.0,,94,39.6,7.033333333333333,,75,7.033333333333333,45,0,13.98,4.3,32.26,43.01,6.45,0.0,August
2018-08,National,DIJON VILLE,PARIS LYON,99.0,430,10,,265,9.5,0.0,,58,36.88333333333333,58.46666666666667,,44,5.716666666666667,28,12,20.83,25.0,16.67,12.5,16.67,8.33,August
2018-08,National,PARIS LYON,MACON LOCHE,95.0,188,1,,33,21.283333333333335,3.533333333333333,,29,35.7,5.816666666666666,,20,5.816666666666666,12,6,14.29,7.14,17.86,50.0,10.71,0.0,August
2018-08,,PARIS LYON,MULHOUSE VILLE,167.0,277,2,,58,16.9,3.3,,0,345.31666666666666,6.716666666666667,,34,6.716666666666667,17,6,,,,,,,August
2018-08,National,MULHOUSE VILLE,PARIS LYON,0.0,303,1,,149,7.35,3.65,,36,37.96666666666667,5.133333333333334,,30,0.0,20,8,,,,,,,August
2018-08,National,PARIS LYON,NICE VILLE,350.0,287,7,,73,17.766666666666666,4.3,,56,59.15,0.0,•dérangement de signalisation vers les Arcs : 5 TGV retardés pour 123 min.,56,13.766666666666667,34,20,33.93,12.5,19.64,26.79,3.57,3.57,August
2018-08,International,PARIS LYON,BARCELONA,312.0,113,0,,27,39.95,9.25,,32,62.05,19.866666666666667,,32,19.866666666666667,20,15,,,,,,,August
2018-09,National,PARIS MONTPARNASSE,LA ROCHELLE VILLE,171.0,216,0,,33,5.033333333333333,0.4666666666666667,,17,18.633333333333333,1.9666666666666668,,9,1.9666666666666668,1,0,,,,,,,September
2018-09,National,LE MANS,PARIS MONTPARNASSE,61.0,383,0,,216,5.083333333333333,2.966666666666667,,109,12.066666666666666,4.083333333333333,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 4 : un rail cassé à l'entré de Paris-Montparnasse  nécessitant une limitation de vitesse sur la zone (60 TGV retardés pour 648 minutes perdues), 
- le 12 : une  aiguille défaillante à l'entrée de Paris-Montparnasse  nécessitant une limitation de vitesse (44 TGV retardés pour  364 minutes perdues) , 
- le 19 : un incident caténaire dans le tunnel de Massy (28 TGV pour 613 minutes perdues),  
- le 21 : une absence de tension électrique due à des branches tombées sur la caténaire à Sablé, entre Angers et Le Mans  (29 TGV pour 1400 minutes perdues),
- le 26 : un bagage abandonné dans un TGV à Paris-Montparnasse impose un périmètre de sécurité sur plusieurs voies (11 TGV pour 174 minutes perdues), 
- le 27 : une défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (25 TGV pour 602 minutes perdues).",22,4.083333333333333,4,0,,,,,,,September
2018-09,National,ST MALO,PARIS MONTPARNASSE,0.0,90,0,,4,10.15,0.5,,0,12.65,2.9166666666666665,,1,0.0,0,0,0.0,0.0,25.0,25.0,50.0,0.0,September
2018-09,National,ST PIERRE DES CORPS,PARIS MONTPARNASSE,66.0,389,0,,185,5.766666666666667,2.85,,99,14.0,4.383333333333334,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 4 : un rail cassé à l'entré de Paris-Montparnasse  nécessitant une limitation de vitesse sur la zone (60 TGV retardés pour 648 minutes perdues), 
- le 12 : une  aiguille défaillante à l'entrée de Paris-Montparnasse  nécessitant une limitation de vitesse (44 TGV retardés pour  364 minutes perdues) , 
- le 19 : un incident caténaire dans le tunnel de Massy (28 TGV pour 613 minutes perdues),  
- le 25 : un décontrôle d'aiguille vers St-Pierre-des-Corps empêche la circulation des TGV de la ligne à grande vitesse Atlantique vers la ligne à grande vitesse St-Pierre-des-Corps - Bordeaux ( 16 TGV pour 387 minutes perdues),  
- le 26 : un bagage abandonné dans un TGV à Paris-Montparnasse impose un périmètre de sécurité sur plusieurs voies de départ (11 TGV pour 174 minutes perdues), 
- le 27 : une défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (25 TGV pour 602 minutes perdues) et un dérangement des installations vers Maillé, entre St-Pierre-des-Corps et Poitiers (9 TGV pour 171 minutes perdues).",18,4.383333333333334,9,2,,,,,,,September
2018-09,National,PARIS MONTPARNASSE,VANNES,158.0,256,0,,38,6.65,0.6,,28,22.883333333333333,3.533333333333333,,0,3.533333333333333,7,0,,,,,,,September
2018-09,National,VANNES,PARIS MONTPARNASSE,161.0,268,0,,110,3.7,1.5166666666666666,,33,22.183333333333334,4.766666666666667,,17,4.766666666666667,5,1,,,,,,,September
2018-09,National,NANCY,PARIS EST,93.0,287,0,,52,7.05,1.3333333333333333,,30,17.666666666666668,2.0833333333333335,,13,2.0833333333333335,0,1,12.0,4.0,16.0,56.0,4.0,8.0,September
2018-09,National,STRASBOURG,NANTES,288.0,39,0,,3,3.3166666666666664,0.08333333333333333,,10,0.0,9.483333333333333,,10,9.483333333333333,2,1,,,,,,,September
2018-09,National,ARRAS,PARIS NORD,54.0,295,3,,0,9.016666666666667,3.5,,78,17.516666666666666,5.516666666666667,"Secteur dominant des dérangements avec  l’arrachement caténaire entre Pierrefitte et St Denis le dimanche 23 qui  a été fortement pénalisant car il a été aggravé par un envahissement de personnes dans les emprises, 53 trains Voyages ont été concernés pour 2118 minutes perdues. Pour le reste il s’agit de dérangements de zones, d’appareils de voie ou de passages à niveau. Pour le secteur Nord,  l’incident du passage à niveau 149 à Arneke le dimanche 26 est marquant avec un vrai défaut technique, incident qui a coûté 9 TGV pour 81 minutes perdues.
Le premier secteur de l’irrégularité Matériel est classé sous la dénomination « autres incidents », en exemple le TGV 7000 du vendredi 07 qui génère un manque tension en sous station de Gonesse, avec présomption de rupture d’archet (11 Tgv concernés pour 142 minutes), le second secteur concerne directement tous les types de pannes (bloc moteur, portes, veille automatique, compresseur, etc.). Enfin la tension parc est apparente pour le secteur Produit train, avec une dominante de mises à quai tardives du chantier Landy à Paris Nord, il s’agit pour cette période d’une quinzaine de trains relevés avec conséquences sur la ponctualité du chantier Paris Nord. Les technicentres subissent aussi de gros aléas de casses TGV, en exemples le TGV 7385 qui heurte un véhicule à Esquelbecq (secteur Nord), rame immobilisée plusieurs semaines en réparation, ou le TGV 7169 qui heurte un Ter à Valenciennes dans le chantier de remisage.
Néanmoins, on  compte beaucoup sur le plan d’actions mené depuis début septembre au technicentre du Landy pour redresser la disponibilité des rames. Les effets positifs sur les restrictions se font déjà sentir!",22,5.516666666666667,13,4,5.56,33.33,45.83,11.11,4.17,0.0,September
2018-09,National,LILLE,PARIS NORD,63.0,529,5,,127,7.833333333333333,1.8333333333333335,,95,15.0,3.0166666666666666,,17,0.0,8,4,,,,,,,September
2018-09,National,PARIS LYON,AIX EN PROVENCE TGV,182.0,440,3,,74,14.883333333333333,2.216666666666667,,58,41.36666666666667,58.46666666666667,"Accident de personne à chevry, restitution tardive tx Heyrieux, déraillement bourreuse à Vénissieux, incendie sous station de manduel",54,6.516666666666667,34,8,,,,,,,September
2018-09,National,ANNECY,PARIS LYON,228.0,183,1,,11,8.9,0.0,,52,0.0,13.05,,52,13.05,17,9,,,,,,,September
2018-09,National,AVIGNON TGV,PARIS LYON,160.0,535,1,,287,9.383333333333333,5.016666666666667,,81,38.45,58.46666666666667,,56,0.0,32,18,,,,,,,September
2018-09,National,CHAMBERY CHALLES LES EAUX,PARIu LYON,184.0,189,1,,0,16.716666666666665,10.266666666666667,,69,31.083333333333332,12.416666666666666,,57,12.416666666666666,20,0,19.4,37.31,29.85,5.97,5.97,1.49,September
